STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2008,,2464.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2007,,2460.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2006,,2484.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2005,,2490.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2004,,2480.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2003,,2455.5,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2002,,2488.6,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2001,,2503.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2000,,2483.3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1999,,2826.5,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1998,,2808.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1997,,2788.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1996,,2810.3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1995,,2508.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1994,,2517.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1993,,2513.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1992,,2547.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1991,,2573.6,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,DNK,Denmark,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1990,,2571.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2020,,700.69,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2019,,699.22,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2018,,692.44,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2011,,133779,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2010,,121569,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2009,,102305,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2008,,87346,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2007,,79531,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2006,,72886,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2005,,59741,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1996,,11.6,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1995,,11.7,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1994,,11.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1993,,11.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1992,,12,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1991,,12.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1990,,11.5,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2022,,231011,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2021,,226605,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2020,,220796,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2019,,220737,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2018,,206590,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2017,,196441,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2016,,180852,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2015,,155806,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2014,,155560,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2013,,151164,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,O_F,Organic farming,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2012,,142065,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2002,,67,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2001,,193.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2000,,131.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1999,,130,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1998,,143.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1997,,123.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1996,,109,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1995,,105.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1994,,140.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1993,,243.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1992,,247.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1991,,244.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMPASTURE,Permanent pasture,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1990,,230.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2021,,4.01,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2020,,4.12,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2019,,4.09,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2018,,4.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2017,,4.04,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2016,,3.47,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2015,,3.3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2014,,3.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2013,,3.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2012,,3.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2011,,3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2010,,3.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2009,,3.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2008,,2.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2007,,3.2,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2006,,3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2005,,2.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2004,,2.1,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2003,,14.5,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2002,,2.6,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2001,,19.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2000,,10.6,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1999,,10.5,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1998,,12.4,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,PERMA,Permanent crops,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,1997,,11.9,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2017,,688.37,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2016,,699.22,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2015,,678.8,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2014,,657.3,,2,Two,A,Normal value,3,Thousands,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGLAND(1.0),Agricultural land area,I,EST,Estonia,A,Annual,A_P_CROP,Arable and permanent crop land,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,2013,,641.3,,2,Two,A,Normal value,3,Thousands,,
